point_id,seg_id,lat,lon,can_type,prj_name
SEG_3e35ae4113_100,SEG_3e35ae4113,11.392475609357692,79.43118579032206,Main Canal,Pelandhurai Anicut System
SEG_121ad386ef_047,SEG_121ad386ef,10.909497176319658,78.65722067187114,Main Canal,Pullambadi Canal
SEG_a1c305460e_074,SEG_a1c305460e,10.523366597213627,79.36273476560973,Branch Canal,Cauvery Mettur
SEG_a1c305460e_026,SEG_a1c305460e,10.575649073315,79.30199992610167,Branch Canal,Cauvery Mettur
SEG_079fe720bb_024,SEG_079fe720bb,11.333493529219623,79.59058034367239,Minor,Lower Colleron Anicut System
SEG_a1c305460e_034,SEG_a1c305460e,10.566303202857464,79.31310891015265,Branch Canal,Cauvery Mettur
SEG_c60cbfef2b_046,SEG_c60cbfef2b,10.713916389321575,78.64856417715957,Main Canal,Kattalai
SEG_fef0b61042_133,SEG_fef0b61042,11.33853306743891,79.81146748195398,Distributary,Lower Colleron Anicut System
SEG_353f0ceeb7_019,SEG_353f0ceeb7,10.762612063080429,78.72149694980105,Distributary,Kattalai
SEG_6b76dc62cd_000,SEG_6b76dc62cd,10.952937182608318,79.02292313977475,Minor,Pullambadi Canal
SEG_88870b49a3_061,SEG_88870b49a3,11.170381585081545,79.55903033481366,Main Canal,Cauvery Delta System
SEG_fef0b61042_027,SEG_fef0b61042,11.262847153717116,79.68091073109362,Distributary,Lower Colleron Anicut System
SEG_86f3014737_005,SEG_86f3014737,10.923188501645829,78.99851816839515,Minor,Pullambadi Canal
SEG_bb499c3137_000,SEG_bb499c3137,10.968068843518234,79.16712222922304,Distributary,Pullambadi Canal
SEG_401afa7a54_008,SEG_401afa7a54,10.749204514001708,79.18895079246921,Distributary,Cauvery Mettur
SEG_a1c305460e_022,SEG_a1c305460e,10.580428472784902,79.29647452587972,Branch Canal,Cauvery Mettur
SEG_a6bc0c4e9c_118,SEG_a6bc0c4e9c,10.747947020722584,78.74952816619918,Main Canal,Kattalai
SEG_a6bc0c4e9c_045,SEG_a6bc0c4e9c,10.81470109477769,78.72227708509755,Main Canal,Kattalai
SEG_edd59143a1_026,SEG_edd59143a1,10.70658401253504,78.7604620635551,Main Canal,Kattalai
SEG_a1c305460e_006,SEG_a1c305460e,10.587378144823807,79.26845362208806,Branch Canal,Cauvery Mettur
SEG_fef0b61042_040,SEG_fef0b61042,11.27601284507123,79.69486994807373,Distributary,Lower Colleron Anicut System
SEG_f2fafdf6e9_150,SEG_f2fafdf6e9,10.400128924160128,79.38454981331681,Distributary,Cauvery Mettur
SEG_fef0b61042_096,SEG_fef0b61042,11.298112845061716,79.78612548792235,Distributary,Lower Colleron Anicut System
SEG_83c2fdf8de_030,SEG_83c2fdf8de,10.622634245640988,79.2696777155332,Distributary,Cauvery Mettur
SEG_fef0b61042_068,SEG_fef0b61042,11.291953215128608,79.73624309428494,Distributary,Lower Colleron Anicut System
SEG_25c908c020_005,SEG_25c908c020,10.733144548341672,79.19091174506049,Branch Canal,Cauvery Mettur
SEG_d703f4c9a0_001,SEG_d703f4c9a0,10.723702389510272,79.21640503603452,Branch Canal,Cauvery Mettur
SEG_5f65ee822b_005,SEG_5f65ee822b,10.943253774459825,78.94264471615736,Main Canal,Pullambadi Canal
SEG_185d2295bb_006,SEG_185d2295bb,10.92338937486679,78.9198634983757,Distributary,Pullambadi Canal
SEG_a1c305460e_086,SEG_a1c305460e,10.508746903250074,79.376176928156,Branch Canal,Cauvery Mettur
SEG_a06761095b_006,SEG_a06761095b,10.970312902077255,79.07490476106052,Minor,Pullambadi Canal
SEG_a1c305460e_035,SEG_a1c305460e,10.565408317815706,79.31470531357873,Branch Canal,Cauvery Mettur
SEG_a1c305460e_118,SEG_a1c305460e,10.471761169230511,79.41601211903138,Branch Canal,Cauvery Mettur
SEG_c60cbfef2b_247,SEG_c60cbfef2b,10.879276104499104,78.46304442152514,Main Canal,Kattalai
SEG_121ad386ef_082,SEG_121ad386ef,10.907717397677857,78.71022220332202,Main Canal,Pullambadi Canal
SEG_51a7a3bc3e_010,SEG_51a7a3bc3e,11.323385184484804,79.59704049724198,Minor,Lower Colleron Anicut System
SEG_a1c305460e_013,SEG_a1c305460e,10.583942734549291,79.28068810801267,Branch Canal,Cauvery Mettur
SEG_7704d19b24_026,SEG_7704d19b24,11.34331497127675,79.57924459334075,Minor,Lower Colleron Anicut System
SEG_da34fcab83_020,SEG_da34fcab83,10.617561616032573,79.23975817137807,Branch Canal,Cauvery Mettur
SEG_d703f4c9a0_042,SEG_d703f4c9a0,10.655156396463743,79.22970155171636,Branch Canal,Cauvery Mettur
SEG_c60cbfef2b_190,SEG_c60cbfef2b,10.821287968464462,78.49895479270019,Main Canal,Kattalai
SEG_1ab7a4ec57_001,SEG_1ab7a4ec57,10.791571234378996,78.96357109898304,Minor,Cauvery Mettur
SEG_ea27f9c330_035,SEG_ea27f9c330,11.15897313938025,79.52290724068516,Minor,Cauvery Delta System
SEG_fef0b61042_041,SEG_fef0b61042,11.27717957032429,79.69621664751507,Distributary,Lower Colleron Anicut System
SEG_25c908c020_001,SEG_25c908c020,10.734801776560186,79.18366641672208,Branch Canal,Cauvery Mettur
SEG_ce0fc58284_040,SEG_ce0fc58284,11.408040164956615,79.72869729063565,Main Canal,Lower Colleron Anicut System
SEG_026da372fb_001,SEG_026da372fb,10.93633647511074,78.91832818563324,Distributary,Pullambadi Canal
SEG_edd9d7381d_005,SEG_edd9d7381d,11.121591411206351,79.479060109248,Distributary,Cauvery Delta System
SEG_0287932862_001,SEG_0287932862,10.79302060189868,78.99341599862127,Minor,Cauvery Mettur
SEG_96df9099ec_028,SEG_96df9099ec,10.703942310868324,79.2527091651823,Distributary,Cauvery Mettur
SEG_079fe720bb_021,SEG_079fe720bb,11.333737322881715,79.59593539418539,Minor,Lower Colleron Anicut System
SEG_b0b770d9b2_004,SEG_b0b770d9b2,10.929867547284688,78.90203738576758,Minor,Pullambadi Canal
SEG_667af746c7_004,SEG_667af746c7,10.734859557931625,78.80446047472958,Distributary,Kattalai
SEG_39fd14b825_047,SEG_39fd14b825,11.187776701147232,79.51830876510795,Main Canal,Lower Colleron Anicut System
SEG_073be8e241_075,SEG_073be8e241,11.239734335365624,79.64224775668514,Main Canal,Lower Colleron Anicut System
SEG_320fb56811_020,SEG_320fb56811,10.928328812578885,78.76027531618932,Main Canal,Pullambadi Canal
SEG_56d8344781_008,SEG_56d8344781,10.90342705716735,78.95602240861412,Main Canal,Nandhiyar Channel
SEG_a1c305460e_058,SEG_a1c305460e,10.54103351561222,79.34223505449772,Branch Canal,Cauvery Mettur
SEG_021fc18aaf_007,SEG_021fc18aaf,10.97577163840926,79.03032047551011,Main Canal,Pullambadi Canal
SEG_62ceafc79e_029,SEG_62ceafc79e,11.287899632982402,79.64883904999414,Main Canal,Lower Colleron Anicut System
SEG_cac7a169c7_005,SEG_cac7a169c7,10.693815924500496,78.82654937126094,Main Canal,Kattalai
SEG_edd9d7381d_008,SEG_edd9d7381d,11.126976286664396,79.48000621004944,Distributary,Cauvery Delta System
SEG_9f2427753f_001,SEG_9f2427753f,10.970191461803813,79.05005733655949,Minor,Pullambadi Canal
SEG_a1c305460e_080,SEG_a1c305460e,10.514098732769384,79.36723554149037,Branch Canal,Cauvery Mettur
SEG_fef0b61042_072,SEG_fef0b61042,11.2928188975496,79.74330751451275,Distributary,Lower Colleron Anicut System
SEG_021fc18aaf_000,SEG_021fc18aaf,10.975465759191028,79.02059135442158,Main Canal,Pullambadi Canal
SEG_aa94cb0ab4_005,SEG_aa94cb0ab4,11.357933297297471,79.55202510625064,Minor,Lower Colleron Anicut System
SEG_fef0b61042_098,SEG_fef0b61042,11.301401790438923,79.78622049617093,Distributary,Lower Colleron Anicut System
SEG_fef0b61042_115,SEG_fef0b61042,11.307549556863073,79.81098691893847,Distributary,Lower Colleron Anicut System
SEG_ecfab557d1_092,SEG_ecfab557d1,11.015790278519972,79.3457483260455,Main Canal,Cauvery Delta System
SEG_83c2fdf8de_008,SEG_83c2fdf8de,10.649526610435808,79.24468050143321,Distributary,Cauvery Mettur
SEG_86f3014737_002,SEG_86f3014737,10.92546495924445,78.99338114366527,Minor,Pullambadi Canal
SEG_9f2427753f_004,SEG_9f2427753f,10.96495151676078,79.0475185514155,Minor,Pullambadi Canal
SEG_f196fc8d93_014,SEG_f196fc8d93,11.1512200111048,79.4728975791838,Main Canal,Lower Colleron Anicut System
SEG_39fd14b825_050,SEG_39fd14b825,11.188545893943038,79.52370482489377,Main Canal,Lower Colleron Anicut System
SEG_f60860652b_004,SEG_f60860652b,10.940566720331452,78.9632452939432,Main Canal,Pullambadi Canal
SEG_a1c305460e_053,SEG_a1c305460e,10.548727216957074,79.33787120919507,Branch Canal,Cauvery Mettur
SEG_fef0b61042_094,SEG_fef0b61042,11.29663344315711,79.78348795692284,Distributary,Lower Colleron Anicut System
SEG_fef0b61042_003,SEG_fef0b61042,11.242020235237836,79.65439958364558,Distributary,Lower Colleron Anicut System
SEG_073be8e241_046,SEG_073be8e241,11.213282466859877,79.60111622238004,Main Canal,Lower Colleron Anicut System
SEG_fef0b61042_091,SEG_fef0b61042,11.296096499882696,79.77801027497429,Distributary,Lower Colleron Anicut System
SEG_c60cbfef2b_416,SEG_c60cbfef2b,10.953096538557707,78.25726447503789,Main Canal,Kattalai
SEG_138347af3c_019,SEG_138347af3c,10.99830164499654,79.22782163012597,Minor,Pullambadi Canal
SEG_f2fafdf6e9_020,SEG_f2fafdf6e9,10.567355761103356,79.27352444390051,Distributary,Cauvery Mettur
SEG_f2fafdf6e9_155,SEG_f2fafdf6e9,10.395577016639958,79.39192981881861,Distributary,Cauvery Mettur
SEG_a1c305460e_117,SEG_a1c305460e,10.472926103217912,79.41460524434218,Branch Canal,Cauvery Mettur
SEG_e2bc7d7ff0_035,SEG_e2bc7d7ff0,10.769102831984435,79.21975876766899,Distributary,Cauvery Mettur
SEG_ea27f9c330_001,SEG_ea27f9c330,11.134624134108265,79.48241832094423,Minor,Cauvery Delta System
SEG_2b63e0dfb7_019,SEG_2b63e0dfb7,10.932888399996758,78.89599866120795,Distributary,Pullambadi Canal
SEG_7624012b29_013,SEG_7624012b29,10.903896786948328,78.73874996949463,Minor,Pullambadi Canal
SEG_b3832aff78_024,SEG_b3832aff78,11.1779244247963,79.4740223279993,Main Canal,Lower Colleron Anicut System
SEG_079fe720bb_031,SEG_079fe720bb,11.3329893851317,79.57929679646635,Minor,Lower Colleron Anicut System
SEG_51a7a3bc3e_017,SEG_51a7a3bc3e,11.322693644835809,79.5844627949983,Minor,Lower Colleron Anicut System
SEG_1602f87bf9_000,SEG_1602f87bf9,10.97865984450461,79.05724205066032,Minor,Pullambadi Canal
SEG_a1c305460e_016,SEG_a1c305460e,10.58333946184102,79.28615861653648,Branch Canal,Cauvery Mettur
SEG_591cf61356_023,SEG_591cf61356,10.8326053714119,78.93415846856183,Main Canal,Cauvery Delta System
SEG_83c2fdf8de_009,SEG_83c2fdf8de,10.648563736961975,79.24624349598916,Distributary,Cauvery Mettur
SEG_8617c9691a_106,SEG_8617c9691a,10.907738150418052,78.72750616179768,Main Canal,Pullambadi Canal
SEG_f110ca6aa1_006,SEG_f110ca6aa1,10.737321824630571,78.78258418393375,Main Canal,Kattalai
SEG_da34fcab83_004,SEG_da34fcab83,10.642369983070258,79.22939817826312,Branch Canal,Cauvery Mettur
SEG_a1c305460e_009,SEG_a1c305460e,10.58540229549529,79.2735031692923,Branch Canal,Cauvery Mettur
SEG_a1c305460e_111,SEG_a1c305460e,10.479709467692288,79.40723251944887,Branch Canal,Cauvery Mettur
SEG_fef0b61042_032,SEG_fef0b61042,11.268168209827436,79.68530797750253,Distributary,Lower Colleron Anicut System
SEG_685ff0249e_001,SEG_685ff0249e,10.938980884457882,78.9689047818316,Minor,Pullambadi Canal
SEG_bb172f96d3_007,SEG_bb172f96d3,10.92778686160326,78.9129682656484,Minor,Pullambadi Canal
SEG_cac7a169c7_065,SEG_cac7a169c7,10.712481833101387,78.91123171382556,Main Canal,Kattalai
SEG_a1c305460e_108,SEG_a1c305460e,10.484083778108763,79.40420951054544,Branch Canal,Cauvery Mettur
SEG_e2bc7d7ff0_057,SEG_e2bc7d7ff0,10.759982914680124,79.25208368658328,Distributary,Cauvery Mettur
SEG_121ad386ef_208,SEG_121ad386ef,10.966501213322974,78.89245236456877,Main Canal,Pullambadi Canal
SEG_685ff0249e_013,SEG_685ff0249e,10.928529598117931,78.98657676316813,Minor,Pullambadi Canal
SEG_da34fcab83_003,SEG_da34fcab83,10.644222182438142,79.22944461423569,Branch Canal,Cauvery Mettur
SEG_fef0b61042_042,SEG_fef0b61042,11.278455663186374,79.69740504504814,Distributary,Lower Colleron Anicut System
SEG_7704d19b24_028,SEG_7704d19b24,11.343228453898616,79.57578930057035,Minor,Lower Colleron Anicut System
SEG_353f0ceeb7_009,SEG_353f0ceeb7,10.75027723279605,78.70889192258673,Distributary,Kattalai
SEG_a1c305460e_025,SEG_a1c305460e,10.576835810419464,79.30061150676622,Branch Canal,Cauvery Mettur
SEG_591cf61356_059,SEG_591cf61356,10.832452533027524,78.9984585217841,Main Canal,Cauvery Delta System
SEG_fef0b61042_080,SEG_fef0b61042,11.294117802963386,79.75792707695844,Distributary,Lower Colleron Anicut System
SEG_121ad386ef_135,SEG_121ad386ef,10.926431962124491,78.79032350273927,Main Canal,Pullambadi Canal
SEG_d703f4c9a0_015,SEG_d703f4c9a0,10.700617341358944,79.21158806104394,Branch Canal,Cauvery Mettur
SEG_bb172f96d3_001,SEG_bb172f96d3,10.93544803832114,78.91299686923429,Minor,Pullambadi Canal
SEG_51a7a3bc3e_032,SEG_51a7a3bc3e,11.320056353432108,79.5573466523883,Minor,Lower Colleron Anicut System
SEG_401afa7a54_031,SEG_401afa7a54,10.743576015471826,79.22903158348791,Distributary,Cauvery Mettur
SEG_7704d19b24_016,SEG_7704d19b24,11.344196472104793,79.59672396020463,Minor,Lower Colleron Anicut System
SEG_6f24fed444_003,SEG_6f24fed444,10.798487299705076,78.98528903157182,Minor,Cauvery Mettur
SEG_ecfab557d1_021,SEG_ecfab557d1,10.954731742171992,79.2408786949541,Main Canal,Cauvery Delta System
SEG_f2fafdf6e9_102,SEG_f2fafdf6e9,10.472644890848926,79.35422697253665,Distributary,Cauvery Mettur
SEG_a1c305460e_094,SEG_a1c305460e,10.5006403340233,79.38755711522288,Branch Canal,Cauvery Mettur
SEG_a1c305460e_096,SEG_a1c305460e,10.497613182044429,79.38953493988596,Branch Canal,Cauvery Mettur
SEG_073be8e241_066,SEG_073be8e241,11.234889919442988,79.62783917715886,Main Canal,Lower Colleron Anicut System
SEG_b0b770d9b2_009,SEG_b0b770d9b2,10.92212275253503,78.90655063714493,Minor,Pullambadi Canal
SEG_39fd14b825_087,SEG_39fd14b825,11.218106106130392,79.58120695178117,Main Canal,Lower Colleron Anicut System
SEG_b0b770d9b2_012,SEG_b0b770d9b2,10.916683145146978,78.90621596530848,Minor,Pullambadi Canal
SEG_d703f4c9a0_016,SEG_d703f4c9a0,10.698913921358738,79.21227612348395,Branch Canal,Cauvery Mettur
SEG_c60cbfef2b_353,SEG_c60cbfef2b,10.928491997969417,78.3543439364972,Main Canal,Kattalai
SEG_86f3014737_010,SEG_86f3014737,10.921361513089684,79.00738957295782,Minor,Pullambadi Canal
SEG_da34fcab83_033,SEG_da34fcab83,10.602081019747164,79.25337251048984,Branch Canal,Cauvery Mettur
SEG_aa94cb0ab4_014,SEG_aa94cb0ab4,11.35857713074726,79.5683515902198,Minor,Lower Colleron Anicut System
SEG_d703f4c9a0_030,SEG_d703f4c9a0,10.674926516111316,79.2199938918279,Branch Canal,Cauvery Mettur
SEG_fef0b61042_141,SEG_fef0b61042,11.352378150019208,79.81550920953211,Distributary,Lower Colleron Anicut System
SEG_da34fcab83_013,SEG_da34fcab83,10.62994314469074,79.23948783450861,Branch Canal,Cauvery Mettur
SEG_ce0fc58284_060,SEG_ce0fc58284,11.443069643879117,79.73049955005835,Main Canal,Lower Colleron Anicut System
SEG_a4fd2a6d81_010,SEG_a4fd2a6d81,10.82448888450397,78.89757701031793,Main Canal,Cauvery Mettur
SEG_a6bc0c4e9c_160,SEG_a6bc0c4e9c,10.784990373993484,78.78188581850146,Main Canal,Kattalai
SEG_ea27f9c330_015,SEG_ea27f9c330,11.139716312509425,79.50175609600483,Minor,Cauvery Delta System
SEG_e2c7f2576b_001,SEG_e2c7f2576b,10.968463000506784,79.15399286454753,Distributary,Pullambadi Canal
SEG_a1c305460e_045,SEG_a1c305460e,10.551843676612938,79.32378420782813,Branch Canal,Cauvery Mettur
SEG_bb2d083299_010,SEG_bb2d083299,10.945533347121396,78.99944742377528,Distributary,Pullambadi Canal
SEG_2b63e0dfb7_007,SEG_2b63e0dfb7,10.952623280608028,78.88979014646652,Distributary,Pullambadi Canal
SEG_a6bc0c4e9c_050,SEG_a6bc0c4e9c,10.813269194939586,78.72881990018675,Main Canal,Kattalai
SEG_25c908c020_012,SEG_25c908c020,10.729325140552522,79.20343495629545,Branch Canal,Cauvery Mettur
SEG_a1c305460e_014,SEG_a1c305460e,10.5837578581474,79.28251344705417,Branch Canal,Cauvery Mettur
SEG_aa94cb0ab4_021,SEG_aa94cb0ab4,11.359297681904184,79.58120042591887,Minor,Lower Colleron Anicut System
SEG_a1c305460e_012,SEG_a1c305460e,10.584221799037428,79.278875323401,Branch Canal,Cauvery Mettur
SEG_a1c305460e_015,SEG_a1c305460e,10.5835464379381,79.28433578886909,Branch Canal,Cauvery Mettur
SEG_079fe720bb_033,SEG_079fe720bb,11.332695432818786,79.57572263780617,Minor,Lower Colleron Anicut System
SEG_c60cbfef2b_370,SEG_c60cbfef2b,10.940966534860062,78.3270522702362,Main Canal,Kattalai
SEG_a1c305460e_042,SEG_a1c305460e,10.556281436819264,79.32157696143129,Branch Canal,Cauvery Mettur
SEG_fef0b61042_139,SEG_fef0b61042,11.348864705033,79.81461726559431,Distributary,Lower Colleron Anicut System
SEG_ea27f9c330_014,SEG_ea27f9c330,11.138534779966449,79.5004732798678,Minor,Cauvery Delta System
SEG_aa94cb0ab4_016,SEG_aa94cb0ab4,11.358788723974977,79.57202254025003,Minor,Lower Colleron Anicut System
SEG_b706dc4edc_054,SEG_b706dc4edc,10.882074620828186,78.68057792428272,Main Canal,Pullambadi Canal
SEG_da34fcab83_019,SEG_da34fcab83,10.619413596031622,79.23975141450971,Branch Canal,Cauvery Mettur
SEG_51a7a3bc3e_012,SEG_51a7a3bc3e,11.323163321731675,79.59348674934509,Minor,Lower Colleron Anicut System
SEG_f9f9b10fbf_008,SEG_f9f9b10fbf,10.730971619948493,78.73847132289607,Distributary,Kattalai
SEG_f2fafdf6e9_057,SEG_f2fafdf6e9,10.530046902471602,79.31587167606197,Distributary,Cauvery Mettur
SEG_62ceafc79e_013,SEG_62ceafc79e,11.260999943318788,79.65648566025794,Main Canal,Lower Colleron Anicut System
SEG_ce0fc58284_047,SEG_ce0fc58284,11.420558220937249,79.72799841500785,Main Canal,Lower Colleron Anicut System
SEG_a1c305460e_069,SEG_a1c305460e,10.529093845373875,79.35562048045425,Branch Canal,Cauvery Mettur
SEG_9b47901941_010,SEG_9b47901941,10.95608969316702,79.01961256449724,Minor,Pullambadi Canal
SEG_86f3014737_012,SEG_86f3014737,10.921914550118432,79.01110082239289,Minor,Pullambadi Canal
SEG_e419b61ba5_003,SEG_e419b61ba5,11.368726897194732,79.55764027224522,Minor,Lower Colleron Anicut System
SEG_c60cbfef2b_086,SEG_c60cbfef2b,10.748318981160445,78.61172184786079,Main Canal,Kattalai
SEG_a1c305460e_106,SEG_a1c305460e,10.485471546238552,79.40088444354295,Branch Canal,Cauvery Mettur
SEG_da34fcab83_037,SEG_da34fcab83,10.599236698844384,79.26023840881514,Branch Canal,Cauvery Mettur
SEG_c1a0050c39_009,SEG_c1a0050c39,10.93003563323534,78.93372153131955,Distributary,Pullambadi Canal
SEG_ea27f9c330_025,SEG_ea27f9c330,11.14612101982813,79.51460305741715,Minor,Cauvery Delta System
SEG_046fa3bf86_003,SEG_046fa3bf86,11.3766316883336,79.54178202824643,Minor,Lower Colleron Anicut System
SEG_9c8e94a07f_009,SEG_9c8e94a07f,11.394948363836848,79.54789576394087,Minor,Lower Colleron Anicut System
SEG_a6bc0c4e9c_074,SEG_a6bc0c4e9c,10.795676181445808,78.73911218142521,Main Canal,Kattalai
SEG_c60cbfef2b_420,SEG_c60cbfef2b,10.954216734779832,78.25003549458559,Main Canal,Kattalai
