point_id,wet_dw_water,wet_dw_trees,wet_dw_grass,wet_dw_flooded_vegetation,wet_dw_crops,wet_dw_shrub_and_scrub,wet_dw_built,wet_dw_bare,wet_dw_nobs,dry_dw_water,dry_dw_trees,dry_dw_grass,dry_dw_flooded_vegetation,dry_dw_crops,dry_dw_shrub_and_scrub,dry_dw_built,dry_dw_bare,dry_dw_nobs
SEG_8b4a5edf74_002,0.043512290237173006,0.6435799156814699,0.047320397511937576,0.045462283177232485,0.06605513916682484,0.04245150435228732,0.040003420951144474,0.03161458572725757,23,0.04172276936887527,0.4464343219603052,0.03867268831646645,0.05302509584205127,0.13355526790500713,0.1314779371270179,0.07186737289053521,0.03657655483044822,14
SEG_8b4a5edf74_003,0.09833573935552035,0.45956366764169243,0.05610167788614713,0.07138756505851615,0.127337652293077,0.044446270727311186,0.05304773292518827,0.0385997688802951,22,0.0987243137674597,0.3890820457919453,0.05349334147728931,0.08458635362778576,0.11943265955345946,0.08162346368130202,0.05970436268611453,0.050371090207213115,15
SEG_7271aaebf7_000,0.038668622408921896,0.15845253156283154,0.04948414234444499,0.0480650833908182,0.0688038459642289,0.044536746007461964,0.5268111289708087,0.029379310103563157,25,0.042065656724655946,0.09363269787998153,0.03646786161698401,0.03952641164768245,0.14519235023887023,0.07414288797619692,0.49412178426027603,0.033346948020997844,13
SEG_7271aaebf7_001,0.09502022586512435,0.24457305317953834,0.10094862881800135,0.11937315437579386,0.22408125201896342,0.0717237246907175,0.06506763094223955,0.0412858451406161,22,0.03985430334648629,0.2932922556939203,0.1095240131547613,0.049592456952864884,0.175484563811851,0.15457498650544158,0.08185529147403575,0.05342166537044556,14
SEG_7271aaebf7_002,0.07214212326179877,0.15006855904886668,0.12874106788467227,0.16418532300431124,0.2658758191750027,0.09647144258211177,0.04490700057036914,0.03677915591157165,22,0.04684685798994719,0.18383780234636596,0.10338361112203878,0.05864157230676843,0.24413685471219465,0.2276698638302967,0.04688133867099308,0.043478543289566934,12
SEG_7271aaebf7_003,0.03934267922662772,0.40147451250370414,0.10879205238507317,0.09917790498226307,0.13572655013598667,0.0912726381895961,0.04145711849464083,0.03485263628636115,21,0.034840393947282194,0.1926794679154857,0.08607674543059264,0.03756490235593027,0.18930577458097383,0.3147915591223117,0.04147473127187158,0.047741457482632726,12
SEG_7271aaebf7_004,0.06450565938587086,0.22714638902107254,0.11083998925034673,0.12881718197604644,0.2491599187890713,0.08885571465182762,0.044364830670663366,0.045572463715843,20,0.037875358935599845,0.19371858460156346,0.08878131672056645,0.04604578456433612,0.26061407515927926,0.19293821525495478,0.07913500622339192,0.053777980600268796,13
SEG_7271aaebf7_005,0.06899300546397812,0.11408186084962146,0.08989017521949433,0.0816566020013824,0.4492412590513067,0.07185591932723308,0.04236240190608,0.04983947988059829,18,0.04540412534366955,0.0682140925604989,0.09555210655561643,0.04816917638771458,0.4344444354954838,0.16063552485623708,0.05196726051705188,0.0573708154438856,12
SEG_7271aaebf7_006,0.07732341265087186,0.11311353222930781,0.11779633688698957,0.13785219906267487,0.34244398459384917,0.07540398067983267,0.04709146110348494,0.051364773946629486,19,0.04040685265367343,0.10701133671736601,0.14549040923772666,0.06799546880853778,0.31946733359210544,0.1857554466620474,0.04028952906357607,0.05423719505575922,11
SEG_7271aaebf7_007,0.09174561822759636,0.10829343782795846,0.12019748461088199,0.15472965670456162,0.3037320658071615,0.08608582068487129,0.04313412075435859,0.050304639761271336,21,0.0413673580750452,0.09143353460050745,0.17936515238451087,0.06222931372749856,0.32930342865445605,0.16503043398658304,0.038626851443719315,0.053556971265741535,12
SEG_7271aaebf7_008,0.0723794501561385,0.13946565724598012,0.13223963718432355,0.156691031544529,0.2699485344799054,0.09302911069649254,0.0435643688439146,0.05204111016692335,21,0.04076094220918685,0.19473840133780687,0.11967807464291023,0.0712619590049718,0.2859614683877488,0.15357666013232402,0.03942407792192081,0.05239214787052585,12
SEG_7271aaebf7_009,0.08317736653037942,0.11037235594659041,0.13618227099695315,0.14392326860867727,0.299336305167526,0.0987804229872731,0.04008373217299008,0.049272128919032036,20,0.05109817058976507,0.1306617502488207,0.13546619027170465,0.09417845234926318,0.3094368065279906,0.1416171857218643,0.0409333270093519,0.05608953320577155,14
SEG_7271aaebf7_010,0.0945847247815823,0.12566667187554567,0.13944381415600762,0.13005760527505286,0.27969513410369595,0.08467751413273629,0.046655600578316796,0.05536801551731664,19,0.05081712516219161,0.17126236292073033,0.11210842962647982,0.06724943420824156,0.3226897194124451,0.12941931189769612,0.046453509212389665,0.055469805851916444,14
SEG_7271aaebf7_011,0.07956459703534721,0.1514526200084853,0.16388295874704686,0.1625916697254578,0.22038457851559073,0.09013279083350802,0.04222480719720545,0.05278137579714871,19,0.05071750743785402,0.176775141005087,0.10700215366387557,0.06645636702631855,0.3099223633493798,0.1413270717212971,0.04786355818806032,0.05567125672638252,14
SEG_7271aaebf7_012,0.09264605081516802,0.08297721161526969,0.1491593035996661,0.12336250398960759,0.3224351231036628,0.09122654973055659,0.04330310392547718,0.05274162424179033,18,0.04594776533448543,0.10988400059077558,0.09957170485405445,0.07211998164003046,0.3765689540484275,0.13871724340461722,0.04639816085228887,0.06182153568489668,12
SEG_5f65ee822b_000,0.05130575382902932,0.602773939638148,0.04846849762118206,0.03316432734718546,0.06422028898780878,0.0518936200443512,0.05261976131632064,0.03705002377973869,20,0.048359877766611485,0.3874407082724456,0.03994311266339933,0.04318458777016554,0.10510933747849406,0.21873743840708182,0.05252709281392014,0.05143856241439397,15
SEG_5f65ee822b_001,0.053588126847459075,0.5692064354295122,0.04902075375123256,0.03507907664908212,0.08472232684926317,0.060753760345095956,0.05613822933463824,0.037422401245492384,21,0.04751784729663856,0.39475321643960226,0.04170317906031774,0.04509078675962903,0.09621544220935102,0.16690022476109584,0.10520791553554462,0.04606671450316783,14
SEG_5f65ee822b_002,0.059055345552166176,0.4586447971562699,0.07371265070573055,0.059437650814559415,0.130010521628964,0.06674768399900614,0.053746871795243845,0.04591332818749768,22,0.03902656083142453,0.5306295512589442,0.035540999562546756,0.04928328372491713,0.08532586048891913,0.11402144023502785,0.05109718701618656,0.040873533175588464,13
SEG_5f65ee822b_003,0.045048435470187005,0.1900417740494208,0.07641822581466001,0.0527585625487308,0.08587883848540642,0.07785641152975052,0.39181290920726125,0.03849039819755859,22,0.03925793870495489,0.07311507580890017,0.04314479451852482,0.04250658398422484,0.09502612506507857,0.09498583745023997,0.5293611320487869,0.04089937238683979,13
SEG_5f65ee822b_004,0.0408938229022764,0.3379537926694826,0.055747949980474436,0.049871177997359774,0.09746611429672397,0.05747644719493284,0.2719924525683653,0.04172263656935307,21,0.03939745202109482,0.14699973807582004,0.03904039355286965,0.04052528233912129,0.1253367891871321,0.10975251932760713,0.41871355519183645,0.03815377913635863,13
SEG_5f65ee822b_005,0.06748261018672476,0.14505642731315813,0.16100622613595186,0.14761759276775369,0.22253767442742975,0.08217447400060517,0.08458149547923122,0.04321100577464575,22,0.06650343403133185,0.10676923561918006,0.11333349165839277,0.11278287477146548,0.21591509662691377,0.12867056886066816,0.15392184862099423,0.047578084081728624,14
SEG_5f65ee822b_006,0.06920392648572776,0.3874054445105608,0.06737608960642047,0.05690328698714465,0.143359211027015,0.08417201064008496,0.09982505420499205,0.043208102867068665,21,0.05427231035799115,0.2305247303684355,0.040250640656737675,0.04848417013648201,0.24195762556992925,0.1747324661988826,0.11952150852680411,0.039896206421122606,14
SEG_5f65ee822b_007,0.04803517997550803,0.4912250605159846,0.08824615864574882,0.05714953808364984,0.08863642043945799,0.07741860886240241,0.06370260319232915,0.03701039648567839,21,0.044490142383148995,0.21954538774560894,0.05338894803931547,0.04803847996484557,0.23710417257618344,0.23630737843547356,0.07068154152871652,0.04480287235187696,14
SEG_5f65ee822b_008,0.0366864405333071,0.6314355824232245,0.043691478261782726,0.045659508176760136,0.09448944949105356,0.03693561948399496,0.04072011276262233,0.033290580614352715,22,0.03684647831157919,0.5854122827472019,0.03771148497836675,0.04211878165702797,0.08963210383798428,0.08450479760946966,0.03962071955374385,0.03751347467341851,13
SEG_5f65ee822b_009,0.05077709198580938,0.5486160965059994,0.07468017682976942,0.05318194152331436,0.10743055293593765,0.046792909289690675,0.04482238440793919,0.033509955922193774,22,0.039402414653569647,0.5110327336438693,0.0449539996125401,0.045798438356425136,0.10270985377540526,0.09439442971070561,0.07103962034512407,0.0403495731163555,12
SEG_5f65ee822b_010,0.042313825403896235,0.0746527910147258,0.05963785177260473,0.0428129512929245,0.06596598526012602,0.04610573633952619,0.5993146341645428,0.033544771131059845,21,0.04143560729556694,0.04058162795636469,0.04067416559271992,0.03280846588015079,0.10961555953149515,0.0805999550338572,0.5420359827172107,0.05857146965363659,12
SEG_5f65ee822b_011,0.06461543062441467,0.3499470183143099,0.11067060370183829,0.052152552651232115,0.15099116064690435,0.08567816533103782,0.0984463877543696,0.03769375601150883,22,0.05355382936199071,0.14380387329151267,0.05762114285465355,0.03849528411279556,0.28485213920565233,0.15082597567120215,0.17974635123411992,0.04457128713545682,11
SEG_5f65ee822b_012,0.0799706595832151,0.43759223296667127,0.07280615215236406,0.048879034391215034,0.1558904165630774,0.05651973555922447,0.05837311624375999,0.041422609250995696,24,0.05226468739636643,0.4044923280653704,0.04714401701122662,0.04578497991079732,0.17026178209874337,0.10165591518021752,0.07308891117221473,0.05107779607199282,13
SEG_c1a0050c39_000,0.032547633381110136,0.6040109207260085,0.04595293515812155,0.03932024721967076,0.08120505164220464,0.06495784453351747,0.04909022914368536,0.03719876557179204,21,0.035719764378303896,0.2629064512271912,0.048108539813890676,0.04858180857263505,0.15884277153378112,0.30348940340873715,0.053880735399583594,0.042111464927737145,15
SEG_c1a0050c39_001,0.07191345804495367,0.31231668721111533,0.07146942853806953,0.07903256334519007,0.19425121438029688,0.09037535034425496,0.07429214701742717,0.05197648593480981,19,0.03499932855562966,0.3141250958629533,0.042339106063928204,0.03911554223014342,0.17998203130877294,0.19879070226309462,0.07056328475188753,0.06396697965069356,12
SEG_c1a0050c39_002,0.06860827508114792,0.10228217735241812,0.12550860689104598,0.13804866111298142,0.34179059471482565,0.08495282698309554,0.04466142951744619,0.05409615069933175,19,0.03438270472897551,0.14448017429393262,0.10285643987411347,0.05067151595796578,0.2904234306501726,0.22830491586295792,0.04849692936300133,0.06079173202101045,12
SEG_c1a0050c39_003,0.07266976472705283,0.08407260540186155,0.11588277573466012,0.11508640695029798,0.4071698563353142,0.06722055342908508,0.04522767705069683,0.05302250089433448,18,0.03366615218319333,0.08722506816929695,0.09643766170948988,0.057711092227196434,0.4165080218595183,0.16879364632068225,0.04303831952950997,0.0510651186027994,13
SEG_c1a0050c39_004,0.07168786420932628,0.08304482607198801,0.0992239690097208,0.08125029957423416,0.4443576640029573,0.06711486865006164,0.05115687583561223,0.06112303191091483,18,0.037681787829989426,0.08352907056842077,0.07504873337725607,0.05487106531578396,0.4574067455218207,0.13361204367202636,0.0594761257704634,0.05224605223450523,11
SEG_c1a0050c39_005,0.06961536850047928,0.08819775639746624,0.09546059690929279,0.054225738995119475,0.4885970525668425,0.06595998781267552,0.05055387335248355,0.053899029791195936,18,0.03752989763185591,0.12475646897772703,0.08086662267015635,0.04700610679867385,0.4170275510083624,0.1371689556651729,0.06725258533061332,0.04790884771358249,11
SEG_c1a0050c39_006,0.07424693521605724,0.0777620022955279,0.12640730258172903,0.08545504205235335,0.41458057042243135,0.07966621397520837,0.044718589568033054,0.061420747566506534,18,0.03444087070289192,0.0885722717218153,0.09284878029631306,0.06683445625313253,0.37974619342118393,0.2022835924355248,0.04431161442217971,0.052287427907145315,11
SEG_c1a0050c39_007,0.08298183812907546,0.07794073535550372,0.10705656040604554,0.10518656614888086,0.40454001587801763,0.08144399241476179,0.044860054893805915,0.059124477238505765,17,0.04201877986846444,0.08400874818257403,0.08689369683641382,0.06469475386630204,0.40910821842984557,0.1737239705829522,0.042758952861455396,0.055695343913306036,13
SEG_c1a0050c39_008,0.08584729166055416,0.0789565485952928,0.11870780976237189,0.09763773163021017,0.3838633034609026,0.08868111796183592,0.04357044489518415,0.06334565313356152,19,0.034398608036427455,0.10358171364204329,0.08275379625165603,0.06512836202532714,0.38975425783170053,0.18604567660343937,0.0436974793780022,0.05194367638227017,13
SEG_c1a0050c39_009,0.07724955200824721,0.08514383719359271,0.12791261767312462,0.08408225208486954,0.3980858400445205,0.08556332440975194,0.044798179966989544,0.05791430421426198,19,0.03998639273661128,0.1083866378702995,0.12826853672031469,0.06360944000227078,0.3563827091177716,0.1670360588647712,0.04111839418944258,0.049915901753092566,13
SEG_c1a0050c39_010,0.06208644499851442,0.0795665880314523,0.112528130143451,0.11090142310970284,0.4031070687295303,0.1010874703588711,0.04389339387190608,0.05126649151209303,19,0.034595534418979605,0.10518994276995976,0.10564531171115764,0.05936529529666715,0.36294966605326606,0.2060902241476916,0.03784763817427427,0.04920537439974015,13
SEG_c1a0050c39_011,0.07600419958374702,0.13162594790068957,0.1387902090263738,0.154200719232079,0.24804135949656306,0.10191639481481873,0.04548503895599381,0.060594362959921794,19,0.03564676125391518,0.1787793780733276,0.11188150683353164,0.055398627497183245,0.29532586786557535,0.16865009463199787,0.04295567463058428,0.06586415645679279,13
SEG_c1a0050c39_012,0.08314661440960903,0.09403632030300955,0.14810251860688323,0.17580163253682193,0.24182272457386342,0.1044358681125216,0.042947793331665866,0.0715582186403947,18,0.03710176674231218,0.08759485662449151,0.14965169068025902,0.09597587073371051,0.31216851235606163,0.1768756064016205,0.03773556888933317,0.06313079252439098,12
SEG_c1a0050c39_013,0.07654737354690035,0.10560113205435157,0.1592886926164516,0.16596328895777848,0.24541012181713381,0.10796524924086805,0.043553463314683766,0.06001962093103072,18,0.033744892127503305,0.09521807585838316,0.16009783308070863,0.09991771644139771,0.26181975192931356,0.21286714986068628,0.03710698682141603,0.058887480840562695,13
SEG_243174ef84_000,0.05006852617790154,0.15078242087062657,0.045389182852594176,0.04033444597470489,0.05429720113190684,0.04439993631062131,0.5451991212923875,0.0336334082815744,22,0.03691073572522588,0.05470666156324449,0.036314956700228176,0.030911429557068496,0.04519378809975662,0.05156853335061803,0.6758156490565692,0.03368482836963025,13
SEG_243174ef84_001,0.05653618162484232,0.3588471389478397,0.08009316648012062,0.06804070285344054,0.15388541096397557,0.08071605276044343,0.11675600814799379,0.038719173720884285,20,0.04863725039168771,0.2373945829793118,0.04753585023337475,0.045861776426728944,0.12705513840808516,0.12641140119375743,0.2734093414268252,0.046042169295668615,14
SEG_243174ef84_002,0.08596398216013235,0.2845305588003793,0.08024039592637269,0.11572421877592586,0.1797554534823821,0.09844145674405727,0.05484166916601612,0.05394688780856073,18,0.04686234728049405,0.28463690015640886,0.054123054954458724,0.06706123168140157,0.1693062822725931,0.17491222979055693,0.08028933098590882,0.06718121381389529,14
SEG_243174ef84_003,0.048250810054138824,0.313012154161946,0.13428162416029307,0.08252918490399727,0.15255008808846593,0.12864904338195443,0.04597768760445472,0.05026285227837885,18,0.04530800963997595,0.22864604845929604,0.08704126736851948,0.057981847784730985,0.2154453249451203,0.2130059595630869,0.04412034687453082,0.06234620405947822,14
SEG_243174ef84_004,0.04248798854497826,0.3546901968861015,0.11089483884652741,0.05861298047587212,0.1913343629427652,0.10247741465687622,0.059454961828131266,0.03904758832560709,18,0.044514569061153295,0.33817515814815047,0.07334746905489936,0.04807122558826109,0.19494043580629952,0.16920738760254006,0.041446750581899026,0.04874750378715631,14
SEG_243174ef84_005,0.06827433433375744,0.35115718629517656,0.08828735867471425,0.10469011476852444,0.1527157438855268,0.09375064893681398,0.05671899708517246,0.04005617709555783,18,0.04388358591320048,0.37995982833293446,0.07869375778106823,0.06428089878164576,0.14332419769396212,0.16080495017590793,0.03763496063921061,0.04573586002381195,12
SEG_243174ef84_006,0.07671598838264139,0.28314153631675476,0.11353211666548893,0.16385475569504157,0.16098687887733057,0.07227917667279324,0.043914818607915476,0.041524181109614276,18,0.061562563173609856,0.23290220013080007,0.09146959176442539,0.08300476921572714,0.21880492689194264,0.16052702812342934,0.04269993031467921,0.05822118149217319,14
SEG_243174ef84_007,0.062058442707062095,0.4011721432171206,0.0641166039605219,0.09999785363140844,0.15546693015370008,0.0624214875856096,0.07187168151995915,0.041069151767983265,18,0.05217140236521488,0.3811469860029519,0.07604538030912178,0.061253505064287124,0.17994278951568507,0.11698218395263162,0.04320846491871955,0.044101726857351725,14
SEG_243174ef84_008,0.04931075758953444,0.4519979416036533,0.06656695726033077,0.08755983189683662,0.14222354732123482,0.0745373337318659,0.048140222733068214,0.03854439048689559,18,0.05638800827047881,0.3046947936637646,0.05524116106739146,0.0804748013353846,0.19748035192726585,0.1618023656168126,0.048484669593245495,0.05000358967926111,13
SEG_243174ef84_009,0.05427978824601214,0.3605434632637244,0.11302165030183384,0.08415744054771991,0.15188114516512674,0.10101161800866197,0.049948464132821516,0.04255750220225186,18,0.05032519597667628,0.26960770010943064,0.06110876656244868,0.06687281535206628,0.2574069604039663,0.1437798313282246,0.0525180997946146,0.05078496925205319,14
SEG_243174ef84_010,0.04346518236158702,0.4568117196062722,0.06223764320154889,0.05700070891941252,0.1262178701760534,0.07806330904489957,0.08749782515403169,0.03972480601111713,20,0.041913040227548784,0.4122056555603603,0.04315282925054123,0.05268443300328136,0.11461427565471174,0.13465558453159926,0.11117986939880534,0.04157438599394315,13
SEG_243174ef84_011,0.049176429721591614,0.6059117944921357,0.04388136369595815,0.03881843950797295,0.06834332234202287,0.048660346843309076,0.04846021862386729,0.03768942116387872,21,0.038637693831952966,0.5821784008626959,0.035786476859996856,0.04696630780165503,0.06392400964434454,0.0863336901126716,0.04584387988670841,0.0399227655085909,14
SEG_96f3f88334_000,0.033670290224015326,0.045896003624055895,0.03537616381616137,0.033767472938958536,0.041679380199745736,0.047206490960709016,0.6770978975297386,0.03987137372469045,21,0.030471442312887915,0.03452189441386063,0.028985041905181492,0.02848874833890712,0.03434956675375831,0.03322657301103683,0.74547116434156,0.03119994112993818,11
SEG_96f3f88334_001,0.03904118991692315,0.13857888638881127,0.04975134273735131,0.03925720672378993,0.05396631664269,0.04716687695628148,0.5568381931023816,0.03406017650543088,21,0.03598726869046271,0.07887637450431402,0.032922875907897324,0.03500924857457045,0.04752132391811095,0.05078186812139787,0.6528647105076018,0.031300256102039785,11
SEG_96f3f88334_002,0.036399381473445555,0.07844582486163393,0.03998289343435317,0.0396661775947835,0.042780434453967384,0.039489786410166955,0.6376677047443361,0.03754071140787206,20,0.0310239464802763,0.03959344043426263,0.03168447299275356,0.033041385820326515,0.03113655391961145,0.03525495062319514,0.7367438396859842,0.03036283715986289,12
SEG_96f3f88334_003,0.0796172391521454,0.1267617526256785,0.07516813849717349,0.056148130163882176,0.3718149461349857,0.05279211472410724,0.1616521151877774,0.035897348069506674,19,0.05020499862999154,0.11069932779840504,0.09028699801554188,0.04142875114951331,0.22544214265862814,0.0990979712119159,0.29819612769642845,0.04298490637208884,12
SEG_c3d4559452_000,0.030479834248710955,0.09090767485249938,0.03991518968600275,0.039015219414661274,0.045481299952477655,0.033048868629631106,0.65346063219178,0.03076703738397322,21,0.026474006753690407,0.03802820729207489,0.030690775378249012,0.025944004617851863,0.05058895562329059,0.03641002709955286,0.7292912552111159,0.02825738288346436,13
SEG_c3d4559452_001,0.03926576254620718,0.19746352575199966,0.07356940874686607,0.04831107105038917,0.14456973674957854,0.05048254861120278,0.3754217120756108,0.032952994716246256,20,0.0363928231248114,0.12117182176020105,0.0737146688046584,0.03980203647960044,0.10421850022407986,0.08511145234510258,0.4658403469858547,0.03318560018049851,13
SEG_c3d4559452_002,0.11015085858077958,0.0881435241739542,0.11016087768677854,0.09005167827457054,0.4178193971103623,0.05891220103659335,0.0453831847235151,0.04416271200874349,21,0.03198629713854229,0.13253310142007807,0.15637608679127193,0.04733108435950335,0.3210654623142427,0.1733803192536572,0.03899530800384575,0.05278196572822094,13
SEG_c3d4559452_003,0.07127120366875225,0.07703503283869047,0.15432380421642358,0.0839748864930768,0.3969674057909287,0.07362233944541703,0.04554699438516623,0.06185892108792009,20,0.0355388401583649,0.05709639536843707,0.21048657884463098,0.05970159664493387,0.3222463270753789,0.17048972307925278,0.03874668884180629,0.0612485015582747,12
SEG_c3d4559452_004,0.0807927598327032,0.09878984355451301,0.13950879895227813,0.09634389205135277,0.35493667173979443,0.07380430794890144,0.03892404791146804,0.07874658070186265,18,0.04478275931589085,0.052451602085465954,0.16695460666951958,0.06612503924682604,0.365617804612259,0.1451755997162731,0.042940957029487865,0.07337618336913634,13
