point_id,wet_ndvi_chan,wet_ndvi_ring,wet_mndwi,wet_water_frac,wet_nobs,dry_ndvi_chan,dry_ndvi_ring,dry_mndwi,dry_water_frac,dry_nobs,wet_ndvi_diff,dry_ndvi_diff,seg_id,chainage_m,can_type,prj_name,lon,lat
SEG_d6dea47961_010,0.6042110323905945,0.5099429488182068,-0.4115500748157501,0.2647058823529412,34,0.41442620754241943,0.44960738221804303,-0.46512746810913086,0.0,36,0.0942680835723877,-0.035181174675623594,SEG_d6dea47961,2225.7,Distributary,Pullambadi Canal,78.96661098389077,10.919513971839491
SEG_d6dea47961_011,0.5585232377052307,0.5371390183766683,-0.244942307472229,0.16666666666666666,36,0.4483339190483093,0.4601694544156392,-0.45467257499694824,0.0,36,0.02138421932856238,-0.011835535367329897,SEG_d6dea47961,2437.6,Distributary,Pullambadi Canal,78.96632463623335,10.91761914341576
SEG_d6dea47961_012,0.5432068705558777,0.5521385272343954,-0.30632203817367554,0.10810810810810811,37,0.39228206872940063,0.4032595654328664,-0.4331214129924774,0.0,36,-0.008931656678517697,-0.010977496703465761,SEG_d6dea47961,2649.6,Distributary,Pullambadi Canal,78.96603613589312,10.91572458527114
SEG_d6dea47961_013,0.5659820437431335,0.46388037006060284,-0.2833004891872406,0.19444444444444445,36,0.44077855348587036,0.4078272581100464,-0.4554794430732727,0.0,35,0.1021016736825307,0.032951295375823975,SEG_d6dea47961,2861.6,Distributary,Pullambadi Canal,78.96527528477964,10.914005747963616
SEG_f60860652b_000,0.7326827645301819,0.6178069710731506,-0.519767165184021,0.0,38,0.6219269037246704,0.513599673906962,-0.545644998550415,0.0,39,0.11487579345703125,0.10832722981770837,SEG_f60860652b,119.1,Main Canal,Pullambadi Canal,78.95729477646842,10.934489283902575
SEG_f60860652b_001,0.6287356615066528,0.5494184494018555,-0.4060653746128082,0.0,39,0.40521085262298584,0.41616318623224896,-0.4669906198978424,0.0,40,0.07931721210479736,-0.01095233360926312,SEG_f60860652b,357.4,Main Canal,Pullambadi Canal,78.95825164485737,10.936407928443579
SEG_f60860652b_002,0.634706974029541,0.503921627998352,-0.4298070967197418,0.0,40,0.5698084831237793,0.4173792203267415,-0.48509398102760315,0.0,40,0.13078534603118896,0.15242926279703778,SEG_f60860652b,595.6,Main Canal,Pullambadi Canal,78.95989102043036,10.937826117025722
SEG_f60860652b_003,0.5295934081077576,0.5223988095919291,-0.31301403045654297,0.0,37,0.49591636657714844,0.4820651213328044,-0.4332740306854248,0.0,38,0.0071945985158284875,0.013851245244344057,SEG_f60860652b,833.9,Main Canal,Pullambadi Canal,78.961513401654,10.939261517959148
SEG_f60860652b_004,0.7203837037086487,0.7370899518330892,-0.4837706983089447,0.0,38,0.5890448093414307,0.61723659435908,-0.5408364534378052,0.0,38,-0.016706248124440548,-0.028191785017649296,SEG_f60860652b,1072.1,Main Canal,Pullambadi Canal,78.9632452939432,10.940566720331452
SEG_8b4a5edf74_000,0.7021980285644531,0.6084528962771097,-0.388692706823349,0.0,42,0.43288084864616394,0.3967900276184082,-0.48402947187423706,0.0,41,0.09374513228734338,0.03609082102775574,SEG_8b4a5edf74,101.2,Main Canal,Pullambadi Canal,78.9521254910628,10.932163851113494
SEG_8b4a5edf74_001,0.5073977112770081,0.6511689225832621,-0.4233308732509613,0.0,41,0.36509206891059875,0.4694929818312327,-0.49669498205184937,0.0,39,-0.14377121130625403,-0.10440091292063397,SEG_8b4a5edf74,303.5,Main Canal,Pullambadi Canal,78.9535521977409,10.931068391801931
SEG_8b4a5edf74_002,0.6348283290863037,0.7101548115412394,-0.3207845985889435,0.0,40,0.47508591413497925,0.5328417619069418,-0.42867153882980347,0.0,40,-0.07532648245493567,-0.05775584777196252,SEG_8b4a5edf74,505.9,Main Canal,Pullambadi Canal,78.95534752017296,10.931289640487677
SEG_8b4a5edf74_003,0.6558918356895447,0.6668614943822225,-0.4077243208885193,0.0,40,0.5378443598747253,0.5554067889849345,-0.4550341069698334,0.025,40,-0.010969658692677853,-0.01756242911020911,SEG_8b4a5edf74,708.2,Main Canal,Pullambadi Canal,78.95650140877213,10.932659021244337
SEG_7271aaebf7_000,0.7580313682556152,0.5919637878735861,-0.5053309202194214,0.0,42,0.6032916903495789,0.4562053382396698,-0.5529482364654541,0.0,41,0.16606758038202918,0.14708635210990906,SEG_7271aaebf7,103.5,Distributary,Pullambadi Canal,78.95095346345082,10.932256001256613
SEG_7271aaebf7_001,0.6526915431022644,0.618895967801412,-0.40132272243499756,0.05,40,0.5086382031440735,0.4902373751004537,-0.47988903522491455,0.0,41,0.03379557530085242,0.01840082804361981,SEG_7271aaebf7,310.5,Distributary,Pullambadi Canal,78.94929675638299,10.93151357811459
SEG_7271aaebf7_002,0.6661786437034607,0.5820681651433309,-0.48765653371810913,0.0,39,0.5229523181915283,0.40163647135098773,-0.564784049987793,0.0,41,0.08411047856012976,0.12131584684054059,SEG_7271aaebf7,517.4,Distributary,Pullambadi Canal,78.94796800149825,10.930196845225348
SEG_7271aaebf7_003,0.6779861450195312,0.6254144906997681,-0.4451313018798828,0.0,38,0.3974214494228363,0.36650679508845013,-0.5238080620765686,0.0,40,0.052571654319763184,0.03091465433438617,SEG_7271aaebf7,724.4,Distributary,Pullambadi Canal,78.94666571306723,10.92883913023262
SEG_7271aaebf7_004,0.6182339191436768,0.5927171111106873,-0.4291372001171112,0.027777777777777776,36,0.43760451674461365,0.3783184091250102,-0.49330776929855347,0.0,44,0.025516808032989502,0.059286107619603456,SEG_7271aaebf7,931.4,Distributary,Pullambadi Canal,78.94538866808782,10.927461279808153
SEG_7271aaebf7_005,0.6154834628105164,0.4245302478472392,-0.4128551483154297,0.0,36,0.5149946808815002,0.3617266118526459,-0.540256142616272,0.0,42,0.19095321496327716,0.15326806902885437,SEG_7271aaebf7,1138.4,Distributary,Pullambadi Canal,78.94472815003287,10.925730703891844
SEG_7271aaebf7_006,0.5806162357330322,0.5191761056582133,-0.2977260649204254,0.05128205128205128,39,0.5244667530059814,0.43256128827730816,-0.47210440039634705,0.0,43,0.061440130074818966,0.09190546472867328,SEG_7271aaebf7,1345.4,Distributary,Pullambadi Canal,78.94436429617704,10.923894843213898
SEG_7271aaebf7_007,0.5106248259544373,0.5812296271324158,-0.33951207995414734,0.10526315789473684,38,0.43828660249710083,0.4510132571061452,-0.4425055980682373,0.0,43,-0.07060480117797852,-0.012726654609044374,SEG_7271aaebf7,1552.3,Distributary,Pullambadi Canal,78.94402438224505,10.922055024098544
SEG_7271aaebf7_008,0.6042822599411011,0.5702888568242391,-0.2781481146812439,0.05555555555555555,36,0.5170855522155762,0.4770266314347585,-0.46627163887023926,0.0,41,0.03399340311686194,0.040058920780817686,SEG_7271aaebf7,1759.3,Distributary,Pullambadi Canal,78.9438101831866,10.920196974083092
SEG_7271aaebf7_009,0.6601758003234863,0.4757422208786011,-0.38942795991897583,0.0,36,0.5431274175643921,0.38352081179618835,-0.4944785237312317,0.0,41,0.18443357944488525,0.15960660576820374,SEG_7271aaebf7,1966.3,Distributary,Pullambadi Canal,78.94365075163968,10.918332877547124
SEG_7271aaebf7_010,0.5619999766349792,0.5062620242436727,-0.35704123973846436,0.0,37,0.5213806629180908,0.43889325857162476,-0.4300674796104431,0.0,40,0.05573795239130652,0.08248740434646606,SEG_7271aaebf7,2173.3,Distributary,Pullambadi Canal,78.9434969013583,10.916468507403051
SEG_7271aaebf7_011,0.7548377513885498,0.48109668493270874,-0.36904099583625793,0.0,38,0.5613056421279907,0.3593802750110626,-0.5281366109848022,0.0,40,0.27374106645584106,0.2019253671169281,SEG_7271aaebf7,2380.2,Distributary,Pullambadi Canal,78.94346884416508,10.91459796913406
SEG_7271aaebf7_012,0.4486638605594635,0.4631555875142415,-0.376122385263443,0.0,37,0.33703774213790894,0.3722333014011383,-0.4117274284362793,0.0,39,-0.014491726954778017,-0.03519555926322937,SEG_7271aaebf7,2587.2,Distributary,Pullambadi Canal,78.94338979214332,10.91273021170602
SEG_5f65ee822b_000,0.6219512224197388,0.722898006439209,-0.45077720284461975,0.0,37,0.43639683723449707,0.4489789803822835,-0.47865423560142517,0.0,35,-0.10094678401947021,-0.01258214314778644,SEG_5f65ee822b,107.1,Main Canal,Pullambadi Canal,78.93490718354867,10.945877192702062
SEG_5f65ee822b_001,0.7394816279411316,0.685055673122406,-0.4340091049671173,0.0,35,0.5823275446891785,0.5086035331090292,-0.5252360105514526,0.0,34,0.054425954818725586,0.0737240115801493,SEG_5f65ee822b,321.2,Main Canal,Pullambadi Canal,78.93603378208297,10.944294757171843
SEG_5f65ee822b_002,0.7915905117988586,0.6910467743873596,-0.4980165958404541,0.0,37,0.6898391246795654,0.5254667202631632,-0.5335038900375366,0.0,32,0.10054373741149902,0.16437240441640222,SEG_5f65ee822b,535.3,Main Canal,Pullambadi Canal,78.93722951339001,10.942768812036583
SEG_5f65ee822b_003,0.5894148945808411,0.6310152014096578,-0.5123922824859619,0.0,36,0.44730043411254883,0.4538267254829407,-0.5372605919837952,0.0,34,-0.04160030682881677,-0.006526291370391846,SEG_5f65ee822b,749.4,Main Canal,Pullambadi Canal,78.93899696926084,10.94207839221049
SEG_5f65ee822b_004,0.5928828716278076,0.6475871205329895,-0.4008411467075348,0.0,37,0.3762434124946594,0.4772798816363017,-0.45534732937812805,0.0,36,-0.054704248905181885,-0.10103646914164227,SEG_5f65ee822b,963.5,Main Canal,Pullambadi Canal,78.94087101094418,10.942521066451855
SEG_5f65ee822b_005,0.6661200523376465,0.6303838888804117,-0.46402350068092346,0.0,37,0.6227233409881592,0.5276873707771301,-0.4878758490085602,0.0,37,0.03573616345723474,0.09503597021102905,SEG_5f65ee822b,1177.6,Main Canal,Pullambadi Canal,78.94264471615736,10.943253774459823
SEG_5f65ee822b_006,0.617922842502594,0.6431493163108826,-0.3694227635860443,0.0,36,0.4540960490703583,0.4677734971046448,-0.41608738899230957,0.0,39,-0.025226473808288574,-0.013677448034286499,SEG_5f65ee822b,1391.7,Main Canal,Pullambadi Canal,78.94437471377783,10.942420986618394
SEG_5f65ee822b_007,0.7675530314445496,0.6788558761278788,-0.4769386649131775,0.0,37,0.5965415835380554,0.47828249136606854,-0.5606452822685242,0.0,40,0.08869715531667077,0.11825909217198688,SEG_5f65ee822b,1605.8,Main Canal,Pullambadi Canal,78.94581394715627,10.94111456357293
SEG_5f65ee822b_008,0.646721601486206,0.7316879431406657,-0.38996654748916626,0.0,39,0.550559401512146,0.6135629216829935,-0.45293790102005005,0.0,38,-0.0849663416544596,-0.06300352017084754,SEG_5f65ee822b,1819.9,Main Canal,Pullambadi Canal,78.94633702434282,10.939300875826552
SEG_5f65ee822b_009,0.6692230105400085,0.7067351539929708,-0.39211127161979675,0.025,40,0.5526866912841797,0.5810735821723938,-0.4236453175544739,0.0,41,-0.03751214345296228,-0.02838689088821411,SEG_5f65ee822b,2034.0,Main Canal,Pullambadi Canal,78.94716001712163,10.937646425642265
SEG_5f65ee822b_010,0.5635249614715576,0.5622018376986185,-0.44016146659851074,0.0,40,0.32384341955184937,0.328938623269399,-0.5113800168037415,0.0,39,0.0013231237729390832,-0.005095203717549623,SEG_5f65ee822b,2248.1,Main Canal,Pullambadi Canal,78.94897452072514,10.936995136591769
SEG_5f65ee822b_011,0.4933303892612457,0.6374137997627258,-0.42888522148132324,0.025,40,0.321621835231781,0.4244006673494975,-0.47284242510795593,0.0,40,-0.1440834105014801,-0.10277883211771649,SEG_5f65ee822b,2462.2,Main Canal,Pullambadi Canal,78.95007588970005,10.935398471542706
SEG_5f65ee822b_012,0.4555680453777313,0.6725684801737467,-0.36892443895339966,0.025,40,0.35483869910240173,0.5307698845863342,-0.45138341188430786,0.0,41,-0.21700043479601538,-0.1759311854839325,SEG_5f65ee822b,2676.3,Main Canal,Pullambadi Canal,78.95109321496874,10.933745229870624
SEG_c1a0050c39_000,0.6735308170318604,0.7372400164604187,-0.4500119388103485,0.0,36,0.4995788335800171,0.40831737716992694,-0.4983503520488739,0.0,36,-0.06370919942855835,0.09126145641009015,SEG_c1a0050c39,100.8,Distributary,Pullambadi Canal,78.93369725646112,10.945821945570497
SEG_c1a0050c39_001,0.5119531154632568,0.604128102461497,-0.3328081965446472,0.0,37,0.30721205472946167,0.45950979987780255,-0.425409197807312,0.0,36,-0.09217498699824012,-0.15229774514834088,SEG_c1a0050c39,302.5,Distributary,Pullambadi Canal,78.93259255011782,10.944364438473434
SEG_c1a0050c39_002,0.4677206873893738,0.46326818068822223,-0.34465062618255615,0.02857142857142857,35,0.38277754187583923,0.3796239693959554,-0.4477597773075104,0.0,36,0.0044525067011515485,0.0031535724798838483,SEG_c1a0050c39,504.1,Distributary,Pullambadi Canal,78.9328099771225,10.942578498331057
SEG_c1a0050c39_003,0.4632856249809265,0.432044118642807,-0.3132384717464447,0.0,34,0.33525872230529785,0.3866773247718811,-0.44146934151649475,0.0,36,0.031241506338119507,-0.05141860246658325,SEG_c1a0050c39,705.8,Distributary,Pullambadi Canal,78.93326925301521,10.940815244808073
SEG_c1a0050c39_004,0.3516934812068939,0.37362542748451233,-0.2938605546951294,0.03125,32,0.29487982392311096,0.34468286236127216,-0.4102436602115631,0.0,37,-0.021931946277618408,-0.049803038438161196,SEG_c1a0050c39,907.4,Distributary,Pullambadi Canal,78.933599627469,10.939046775429983
SEG_c1a0050c39_005,0.43108031153678894,0.44188401103019714,-0.4038352072238922,0.029411764705882353,34,0.33089345693588257,0.3803090949853261,-0.45576491951942444,0.0,36,-0.010803699493408203,-0.049415638049443544,SEG_c1a0050c39,1109.0,Distributary,Pullambadi Canal,78.9334371096793,10.937231341217373
SEG_c1a0050c39_006,0.5020583868026733,0.43769289056460065,-0.4324972927570343,0.0,32,0.3635486662387848,0.36708927154541016,-0.4763755798339844,0.0,40,0.0643654962380727,-0.003540605306625366,SEG_c1a0050c39,1310.7,Distributary,Pullambadi Canal,78.93326777267204,10.935416529802751
SEG_c1a0050c39_007,0.4044065773487091,0.45967687169710797,-0.38927146792411804,0.075,40,0.40065473318099976,0.3690480987230937,-0.4700544476509094,0.0,35,-0.05527029434839886,0.03160663445790607,SEG_c1a0050c39,1512.3,Distributary,Pullambadi Canal,78.93309089067799,10.933602407487225
SEG_c1a0050c39_008,0.44925662875175476,0.4417385160923004,-0.31673818826675415,0.02564102564102564,39,0.4053193926811218,0.385138879219691,-0.4457267224788666,0.0,36,0.007518112659454346,0.02018051346143085,SEG_c1a0050c39,1714.0,Distributary,Pullambadi Canal,78.93330288750842,10.9318105734381
SEG_c1a0050c39_009,0.47532349824905396,0.4538032611211141,-0.3762206733226776,0.0,38,0.41391390562057495,0.46867191791534424,-0.4769042432308197,0.0,39,0.02152023712793988,-0.05475801229476929,SEG_c1a0050c39,1915.6,Distributary,Pullambadi Canal,78.93372153131955,10.93003563323534
SEG_c1a0050c39_010,0.47109219431877136,0.48503103852272034,-0.32282698154449463,0.0,36,0.4413757026195526,0.44467873374621075,-0.4774559438228607,0.0,39,-0.013938844203948975,-0.0033030311266581402,SEG_c1a0050c39,2117.3,Distributary,Pullambadi Canal,78.93413101417744,10.928258616776878
SEG_c1a0050c39_011,0.5137684941291809,0.5168551405270895,-0.29549676179885864,0.027777777777777776,36,0.4286957085132599,0.4677082896232605,-0.4784334599971771,0.0,40,-0.0030866463979085657,-0.03901258111000061,SEG_c1a0050c39,2318.9,Distributary,Pullambadi Canal,78.93453230091772,10.926479759367247
SEG_c1a0050c39_012,0.36037009954452515,0.40901928146680194,-0.26894477009773254,0.029411764705882353,34,0.4592145085334778,0.4563285211722056,-0.46748167276382446,0.0,39,-0.048649181922276796,0.0028859873612721576,SEG_c1a0050c39,2520.5,Distributary,Pullambadi Canal,78.93562346497782,10.925026362658546
SEG_c1a0050c39_013,0.5434141159057617,0.4926920135815938,-0.21971049904823303,0.058823529411764705,34,0.522732138633728,0.4988197088241577,-0.4431639611721039,0.0,41,0.050722102324167906,0.023912429809570312,SEG_c1a0050c39,2722.2,Distributary,Pullambadi Canal,78.93646523133759,10.92347975543291
SEG_243174ef84_000,0.37616387009620667,0.5829763809839884,-0.40453606843948364,0.0,37,0.26244932413101196,0.3723098238309224,-0.4163942337036133,0.02631578947368421,38,-0.20681251088778174,-0.10986049969991046,SEG_243174ef84,107.7,Main Canal,Pullambadi Canal,78.91543426433701,10.944653470006127
SEG_243174ef84_001,0.5571413636207581,0.6428728302319845,-0.4834221303462982,0.0,36,0.3839113414287567,0.4798456132411957,-0.4929755628108978,0.0,38,-0.08573146661122644,-0.09593427181243896,SEG_243174ef84,323.1,Main Canal,Pullambadi Canal,78.91727532192837,10.945345713978293
SEG_243174ef84_002,0.5329279899597168,0.5654186407725016,-0.35490021109580994,0.0,40,0.41746148467063904,0.44685030976931256,-0.49343231320381165,0.0,39,-0.032490650812784794,-0.02938882509867352,SEG_243174ef84,538.4,Main Canal,Pullambadi Canal,78.91912550173987,10.946013772516904
SEG_243174ef84_003,0.5576527714729309,0.577953577041626,-0.3840411603450775,0.0,38,0.36226415634155273,0.43731029828389484,-0.43532419204711914,0.0,39,-0.02030080556869507,-0.0750461419423421,SEG_243174ef84,753.8,Main Canal,Pullambadi Canal,78.92103603452843,10.946177336799085
SEG_243174ef84_004,0.7313215732574463,0.6255983710289001,-0.42948171496391296,0.0,38,0.6196365356445312,0.44440128405888873,-0.4740067422389984,0.0,38,0.10572320222854614,0.17523525158564252,SEG_243174ef84,969.2,Main Canal,Pullambadi Canal,78.9224696741785,10.944886445956756
SEG_243174ef84_005,0.6454344391822815,0.5889346202214559,-0.39026036858558655,0.0,38,0.5127454996109009,0.4548252026240031,-0.45636314153671265,0.0,37,0.056499818960825565,0.05792029698689777,SEG_243174ef84,1184.6,Main Canal,Pullambadi Canal,78.92372447557939,10.943422090287394
SEG_243174ef84_006,0.668376088142395,0.5538519024848938,-0.4137931168079376,0.02564102564102564,39,0.5120390057563782,0.3721291124820709,-0.4770728051662445,0.0,38,0.11452418565750122,0.13990989327430725,SEG_243174ef84,1399.9,Main Canal,Pullambadi Canal,78.92546890521014,10.943768356743329
SEG_243174ef84_007,0.650077760219574,0.5289292136828104,-0.4363233745098114,0.0,37,0.4266476035118103,0.4158082405726115,-0.44100815057754517,0.0,38,0.12114854653676355,0.010839362939198793,SEG_243174ef84,1615.3,Main Canal,Pullambadi Canal,78.92683541091102,10.94516962614847
SEG_243174ef84_008,0.6482542753219604,0.5926052530606588,-0.4214478135108948,0.0,34,0.4407067596912384,0.3906369705994924,-0.453372061252594,0.02564102564102564,39,0.05564902226130164,0.05006978909174603,SEG_243174ef84,1830.7,Main Canal,Pullambadi Canal,78.9282647635922,10.946509086997766
SEG_243174ef84_009,0.562649667263031,0.627942701180776,-0.4121037423610687,0.0,35,0.41990312933921814,0.45717623829841614,-0.43102070689201355,0.0,42,-0.06529303391774499,-0.037273108959198,SEG_243174ef84,2046.1,Main Canal,Pullambadi Canal,78.92971142744216,10.94783029974407
SEG_243174ef84_010,0.7053658366203308,0.6206953724225363,-0.45727241039276123,0.0,35,0.5431961417198181,0.4659622510274251,-0.4902394115924835,0.0,39,0.08467046419779456,0.077233890692393,SEG_243174ef84,2261.4,Main Canal,Pullambadi Canal,78.93155997759196,10.947797844108317
SEG_243174ef84_011,0.6816380620002747,0.7358508308728536,-0.3400791883468628,0.02702702702702703,37,0.5228959918022156,0.559090813000997,-0.4428485929965973,0.02631578947368421,38,-0.054212768872578976,-0.03619482119878137,SEG_243174ef84,2476.8,Main Canal,Pullambadi Canal,78.9333707334914,10.947032259243933
SEG_96f3f88334_000,0.43392691016197205,0.35978535811106366,-0.4063243269920349,0.0,38,0.3841758072376251,0.27456916371981305,-0.42157435417175293,0.0,42,0.07414155205090839,0.10960664351781207,SEG_96f3f88334,113.0,Distributary,Pullambadi Canal,78.91469221673381,10.943344679646032
SEG_96f3f88334_001,0.6247105598449707,0.5738421281178793,-0.4179866313934326,0.0,38,0.5167185068130493,0.4377695719401042,-0.48139214515686035,0.0,40,0.050868431727091434,0.07894893487294513,SEG_96f3f88334,339.0,Distributary,Pullambadi Canal,78.91508196599389,10.941338534431281
SEG_96f3f88334_002,0.6034142971038818,0.5125593940416971,-0.4466112554073334,0.0,40,0.4528365135192871,0.4305480519930522,-0.45487257838249207,0.0,41,0.09085490306218469,0.022288461526234926,SEG_96f3f88334,565.1,Distributary,Pullambadi Canal,78.91483730232507,10.939486950846662
SEG_96f3f88334_003,0.6501607894897461,0.5669535001118978,-0.40494590997695923,0.02564102564102564,39,0.5645948648452759,0.4517872134844462,-0.46063101291656494,0.0,41,0.08320728937784827,0.11280765136082965,SEG_96f3f88334,791.1,Distributary,Pullambadi Canal,78.91473021361557,10.937781705671929
SEG_c3d4559452_000,0.5479303598403931,0.6636276046435038,-0.4222060739994049,0.0,36,0.34896543622016907,0.5173915227254232,-0.46832409501075745,0.0,42,-0.11569724480311072,-0.16842608650525415,SEG_c3d4559452,102.5,Minor,Pullambadi Canal,78.91962665563595,10.935163030035797
SEG_c3d4559452_001,0.7756654024124146,0.6653363704681396,-0.4708199203014374,0.0,35,0.6758139133453369,0.5523667534192404,-0.5244554281234741,0.0,42,0.1103290319442749,0.12344715992609656,SEG_c3d4559452,307.6,Minor,Pullambadi Canal,78.92145811215728,10.93476468395912
SEG_c3d4559452_002,0.5346869826316833,0.5083449482917786,-0.35423728823661804,0.02857142857142857,35,0.49657535552978516,0.46530039111773175,-0.47846442461013794,0.0,41,0.026342034339904785,0.03127496441205341,SEG_c3d4559452,512.6,Minor,Pullambadi Canal,78.92328942567168,10.934365737411133
SEG_c3d4559452_003,0.5309336185455322,0.35025155544281006,-0.41613316535949707,0.08108108108108109,37,0.4987452030181885,0.39612266421318054,-0.48267582058906555,0.0,42,0.18068206310272217,0.10262253880500793,SEG_c3d4559452,717.6,Minor,Pullambadi Canal,78.9251085656758,10.933915640815973
SEG_c3d4559452_004,0.33404073119163513,0.34644846121470135,-0.37754207849502563,0.14705882352941177,34,0.35355451703071594,0.3931008478005727,-0.45389366149902344,0.0,37,-0.012407730023066221,-0.03954633076985675,SEG_c3d4559452,922.7,Minor,Pullambadi Canal,78.9266983025864,10.933003189045799
SEG_c3d4559452_005,0.5027433037757874,0.41160422563552856,-0.40951719880104065,0.02857142857142857,35,0.41035595536231995,0.4140178362528483,-0.49977976083755493,0.0,38,0.09113907814025879,-0.0036618808905283795,SEG_c3d4559452,1127.7,Minor,Pullambadi Canal,78.92811413482485,10.931787984302437
SEG_c3d4559452_006,0.5323760509490967,0.4629652500152588,-0.36209404468536377,0.05405405405405406,37,0.5172696709632874,0.4270572364330292,-0.4949415624141693,0.0,40,0.06941080093383789,0.09021243453025818,SEG_c3d4559452,1332.8,Minor,Pullambadi Canal,78.92952557703245,10.930567905532856
SEG_c3d4559452_007,0.5785440802574158,0.46591118971506756,-0.26760563254356384,0.08108108108108109,37,0.5284191966056824,0.4264543056488037,-0.45708754658699036,0.0,41,0.11263289054234821,0.10196489095687866,SEG_c3d4559452,1537.8,Minor,Pullambadi Canal,78.93067934063313,10.929151304317006
SEG_c3d4559452_008,0.6158073544502258,0.5082105199495951,-0.3053174316883087,0.05555555555555555,36,0.545897364616394,0.4882003863652547,-0.45451682806015015,0.0,40,0.10759683450063073,0.05769697825113934,SEG_c3d4559452,1742.8,Minor,Pullambadi Canal,78.93150949990967,10.927490057862034
SEG_c3d4559452_009,0.5015772581100464,0.46775051951408386,-0.32400164008140564,0.14285714285714285,35,0.4790971875190735,0.4284931421279907,-0.4704624116420746,0.0,38,0.033826738595962524,0.050604045391082764,SEG_c3d4559452,1947.9,Minor,Pullambadi Canal,78.93237188452056,10.925844431813083
SEG_c3d4559452_010,0.5365148186683655,0.4857614537080129,-0.3439302444458008,0.0,34,0.4291135370731354,0.45838404695192975,-0.4522119462490082,0.0,40,0.0507533649603526,-0.02927050987879437,SEG_c3d4559452,2152.9,Minor,Pullambadi Canal,78.93324468084464,10.924204207984452
SEG_c3d4559452_011,0.509358286857605,0.5099390745162964,-0.392011821269989,0.030303030303030304,33,0.44507041573524475,0.4623423218727112,-0.4512711763381958,0.0,41,-0.0005807876586914062,-0.01727190613746643,SEG_c3d4559452,2358.0,Minor,Pullambadi Canal,78.93439267217317,10.92274862913176
SEG_c3d4559452_012,0.5719683766365051,0.5142144362131754,-0.36025089025497437,0.05405405405405406,37,0.5077672004699707,0.4771817723910014,-0.4948846697807312,0.0,40,0.05775394042332971,0.0305854280789693,SEG_c3d4559452,2563.0,Minor,Pullambadi Canal,78.93569953639795,10.921419574587205
